ID,comment,label
55,التلقيح اصبح ضرورة للقدرة على التعايش مع هذا الفيروس و لن تفسد الفئة القليلة الممتنعة عن التلقيح كل ما حققه المغرب من اجل الخروج من الجائحة,1
56,أخيرا جاء دوري.أريد أن أعرف.متى يمكن الإستغناء عن الكمامة بعد أخذ الجرعة الثانية.,1
57,جواز التلقيح ضروري في المرحلة الراهنة لكن يجب التركيز على الأماكن المكتظة كتيرا لأن احتمالية نقل العدوى أمر وارد بقوة مثل القطارات الأسواق العمومية حانات الخمر والعلب الليلية الملاعب الرياضية الحافلات بشتى أنواعها المحلات التجارية الكبرى إلى غير ذلك .لكن الملاحظ أن فئة الشباب العاطل هي التي امتنعت عن التلقيح بدعوى عدم الحاجة إليها لأنها لا تمارس أي نشاط باستتناء الذهاب للمقاهي والملاعب والوقوف أمام الأزقة. وهذا المعطى هو الذي من شأنه الحيلولة دون الوصول إلى المناعة الجماعية نسبيا.,1
58,انا مع فرض التلقيح . لو كان كل المغاربة يلتزمون بالاحترازات من كمامة على الوجه والتباعد وغسل اليدين او تعقيم اليدين لكان عندي راي اخر حول اجبار كل المواطنين على اللقاح ولكن ما اشاهده في الشارع والاسواق والحافلات العمومية والمقاهي لا ينبؤ بخير حيث هناك استهثار كلي بالتدابير الاحترازية . لذا اتفق كليا مع قرار الزام المواطنين بالتلقيح وايضا بفرضها عليهم . لان هؤلاء الذين يدافعون على حق المواطن ان يرفض هم الاولين الذين ينتقذون الدولة خلال انتشار الفيروس بين السكان واتهام الدولة بالتراخي وبعدم اخذ الامور بجدية ,1
59,المسؤولين خاصهم بتواصلوا مع المواطنين.و يشرحوا لهم كل ما يخص  بأهمية اللقاح ,1
60,"
الكل أصبح محللا، والكل أصبح عالما وعبقريا… يتحدث بكل ثقة عن نظرية المؤامرة والحد من تكاثر البشرية….
لكن الكل تناسى ان الدول الفقيرة لم تتمكن من الحصول على اللقاحات بعد. وبالتالي فالفيروس يستعرض عظلاته دون فرامل توقفه وتحد من خطورته. فلو كان الأمر فيه تآمر لإنقاص عدد البشر، لحصلت هذه الدول الفقيرة على اللقاجات بالمجان ليتحقق الهدف المزعوم.
قد نتفق إذا كانت اللقاحات غير فعالة ضد الفيروس الفتاك، ولكن قد نختلف عن قضية المؤامرة، لأن الأرزاق والأعمار ليست بيد النخبة من ملياديرات العالم. والله وحده من بيده زمام امورنا.
فلنقل بكل ثقة”حسبنا الله ونعم الوكيل”.
",1
61,لماذارش  تلقيح ما عنده ضمير,1
62,"للقاح أهمية خاصة لحماية الأشخاص المعرّضين بشدة لمخاطر الإصابة بالمضاعفات الوخيمة لمرض كورونا، مثل  كبار السن والمسنين، وسائر الأشخاص المصابين بأمراض أخرى",1
63,من يرفض التلقيح عليه ان يعطينا البذيل لتجنب مشاكل الوباء العصيبة.اما تخرجت العنين والكلام المعسول لن يفيد الناس لقدر الله كانت عواقب الوباء العصيبة. خاصنا نتاحدو و نمشيو نلقحو باش نخرجو من هاد الازمة,1
64,من أراد الموت بالوباء فليتحمل وزر اختياره.على الدولة فرض حماية الملقحين.وفرض الحجير على رافضي التلقيح..وفرض تحليلة كورونا عليهم كل اسبوع.للاشتغال او الدخول للادرات او الاسواق او المقاهي.هكذا تتعامل الدول المحترمة مع العدميين.,1
65,فرض جواز التلقيح هو نوع من الإجراءات الإحترازية لوقف انتشار الفيروس ا المغرب الحمد لله وفر لنا التلقيح بالمجان علاش لا منديرو نحميو نفوسنا,1
66," شخصيا معندي مشكل اللقاح الحمد لله لقحت اعندي جواز وقتما طلبوه مني نعطيهم واجب وطني
",1
67,الملقح كيحمي راسو أكثر من أضرار الفيروس,1
68,التلقيح للجميع اجباري,1
69," اللقاح هو الحل  انشرو الطمأنينة بين الناس وتفاءلوا بالخير تجدوه من يحدثكم عن زمان مخيف حدثوه عن رب لطيف ا
اللهم ارفع عنا البلاء و الوباء ",1
70,حسب القانون الإداري فإختصاصات الدولة هي حفظ الأمن وحفظ ااصحة العامة وغير ذلك. وبالتالي فمن حقها إعتماد الإجبارية في التلقيح. نعم لحماية الصحة من الأوبئة. نعم لإجبارية التلقيح. باركا من الملاغة والفهامة الخاوية. ,1
71,لان الفيروس يتحور وكذلك وجب زيادة الجرعة لذلك وجب عمومية التلقيح حتى لا يتحور الفيروس.,1
72,لي مزال ما دار التلقيح اش كتسناو راه بغينا حل لهاد الازمة,1
73,لي مبغاش يتلقح خاص يتعاقب حيت كيعرض حياة الناس الاخرين للخطر ,1
74,أنا أعيش في المنيا .و للعلم أن المنيا دولة جد متطورة و متقدمة و لاكن بما يخص تنظيم المملكة المغربية اللقاحات بل تدبير كل ما يتعلق بهذا الجاءحة الخبيثة انبهرت به وساءل إعلام ألمانية مختلفة منها أسبوعية يسارية و أسبوعية من المحافظين اليمين الغير المتطرف و عدد من الصحف اليومية .بارك الله في من ساهم في هاذا الانجاز و علا رءسهم جلالة الملك أعزه الله و حفظه .الف تحية الا كل مواطنينا داخل المملكة و خارجها و أسأل الله تعالى أن يرفع هاذا الوباء أنزور أصنام و أهلنا وذوينا .اشتقنا الا بلدنا و صلة الرحم مع احبابنا,1
75,"
فينهو المشكل ايلا كان جواو تلقيح ايجباري راه بالعكس غينفعنا و عاونا نرجعو لحياتنا الطبيعية
",1
76,الكل مطالب بالتلقيح,1
77," هنيونا من هذا الصداع كامل  و ديرو التلقيح
 ",1
78,تلقيح هوالحل المناسب,1
79,التلقيح في الامبراطورية المغربية مجاني لكل الفئات يااخي انا درت جوج جرعات و كنحس براسي بخير,1
80,جواز التلقيح الاجباري احسن حل لتفادي هاده الجاءحة,1
81,"قريبا الفرج التلقيح ماض بسرعة و لله الحمد ببلدنا، نتمنى فتح الحدود مع فرنسا في العطلة الصيفية و لو ب pcr قبل 24h و آخر بالمطار",1
82,"
شعب لكيتهاون على صحتو ومبغاش اتعاون باش انخرجو من هاد الوضع لتقهرنا فيه من جميع النواحي لازم عليه هاد الاجراء لهو اجبارية التلقيح باش افهم بان مصلحة الوطن اهم من المصلحة الشخصية ودوك الاوهام لعايش فيه 
",1
83,"من أجل الرجوع إلى الحياة الطبيعية، أني مع إجبارية جواز التلقيح بل و حتى فرض على جميع معارضي التلقيح البقاء في المنازل و عدم الخروج و الاختلاط بالملقحين. هذا الرأي أكيد لن يعجب هذه الفئة و لاكني متيقن أنه سيجيء يوما ، و غير بعيد، و سيلتجؤوا لتلقيح انفسهم.",1
84," اللقاح واجب وطني لان الدولة خسرات بزاف ديال الفلوس باش المواطن استافد مجانية التلقيح هدا الجواز ضروري
",1
85,يجب حجز لقاح الفايزر للجرعة الثالثة لأولئك الذين تم تطعيمهم بـ سينوفارم.,1
86,من الأحسن أخد اللقاح الألماني أو البريطاني.,1
87,خصنا نفهمو حاجة وحدة بلي ما رجعو جواز تلقيح ايجباري ايلا عرفو بلي من مصلحتنا كااملين نتلقحو,1
88,ماكاين حتى فرق بين الجوج ديال التلقيح سينو فارم واكسترا زينيكا بجوج فعالين ,1
89,"
اش فيها الا فرضو جواز اللقاح بهاكا كنكونو مآمنين او حفاظ على صحتنا او حبابنا راه المرض مساهلش 
",1
90,"
انا مع الدولة لفرضات جواز التلقيح في المغرب بغينا نرجعو لحياتنا كيف كنا
",1
91,"
صاحب التعليق 2 لقاح فايزر مخصص للاطفال والشباب من 12 الى 17 سنة دون غيرهم. 
",1
92,"
من هاذا المنبر اقول لكم ان سينوفارم يهزم ديلتا اكثر من استرازينكا .تجربة خاصة داخل وسط عاىلي .فيه من لقح بصينوفارم ومن لقحة باسترازيتيكا ومن لم يلقح.للاشلرة فقط الأسرة كلها مصابة الى حد الان بالكوفيد .أسرة كبيرة تعيش في منزل واحد عدد افرادها اكثر من ثلاتين فردا .من اصيب بالكوفيد وملقح بصينوفارم لم يصب باي اعراض من لقح باسترازيتيكا راقد الان في الفراش .الاطفال الغير ملقحين منهم من يرقد في الفراش ومنهم من لم يصب باي شيء .
",1
93,عاش الملك وفرنا اللقاح,1
94,"
لماذا لا يتم تلقيح الأجنة في بطون أمهاتهم و هكذا يصبح لذينا جيل ملقح .
",1
95,الحكومة مهتمة بصحة المواطن حتى تتاكد من خوله من شيء يحميه  يجب التلقيح,1
96, بنادم فرحان  لأن  التلقيح للجميع  مهم,1
97,"أقول للمعلقين التابعين لكوريا الشرقية ، وا غا ساينو يصبح النهار في المغرب وبداو تعلقوا ههههه را بينا وبينكم ساعة دلفرق في الوقت ههههه ! باش تجيو شوية منطقيين ونتيقوكم ملي تنتحلو صفة مغربية طز طز عايقين بيكم .وأقول للمغاربة أمريكا وأوروبا لا يمكنها الإعتراف بتلقيح الصين لأسباب سياسية إقتصادية محضة ، وثانيا الكل ياعالم أن الصين هي مصنع العالم وفيها أكثر من مليار د الناس ، هل من المنطقي أن تغامر بشعبها وتعطيه تلقيح لا ينفع مع العلم أن الصين هي أول بلد بان فيه الفيروس ،ثالثا التلقيح كيمنع تجيك أعراض قوية باش ماتموتش ، ولكن ماكايمنعش أن تصاب بالفيروس ، إذن التلقيح كيساعد المناعة ديالك لذلك يجب أن تذهب للتلقيح عوض نشر أخبار المآمرة . إذن من يكتب التخربيق يجب عليه أن يسكت",1
98,"
لكي تعرف الفرق بين الملقح و الغير ملقخ !!! أقرا ارقام الوفيات في الاسفل، و ان تعرف الفرق 
المغرب 
عدد الاصابات: 944,076
عدد الوفيات: 14,606	
تونس
عدد الإصابات 711,521
عدد الوفيات 25,139
دول فيها التلقيح اجباري
إسرائيل
عدد الإصابات: 1,722,652
عدد الوفيات: 8,046
الامارات
عدد الاصابات: 739,284
عدد الوفيات: 2,130
وهنا لا عزاء لأصحاب نظرية المؤامرة العالمية واصحاب الحريات الفردية زعما … على الشعب المغربي المختار 
",1
99,",لو لا الملك لما توفر لنا اللقاح الله إخليه لينا ننتضر المبادرة الملكية للإقلاع الإقتصادي ستكون الأمور على ما يرام بإذن الله",1
100,"ما هو تعريف الحرية الفردية ؟ تعني أن تقوم باختيار شخصي لا يؤثر على اختيارات الآخرين. حين يختار شخص التلقيح، فهو يحمي نفسه ويحمي غيره. حين يختار نفس الشخص عدم التلقيح، فهو لا يختار لنفسه فقط، بل لكل من قد يصادفه في بيته أو في عمله أو في الشارع والفضاءات العامة.  لأنك حين ترفض تلقيح نفسك، وتريد رغم ذلك أن تذهب للمسجد وللمستشفى ومكتب البريد والمقهى الذي يوجد قرب مقر عملك… فأنت تهدد حياة الآخرين الذي قد يهددون بدورهم حيوات غيرهم.التلقيح يقلل من الأعراض الخطيرة ومن مدى قدرة الفيروس على الانتقال من شخص إلى شخص بالتالي، فرفض التلقيح ليس حرية شخصية بقدر ما هو اختيار لن يؤثر فقط على صحتك وحياتك، بل أيضا على حيوات الآخرين.",1
101,أقول بداية سيئة لحكومة اخنوش. القرار تعسفي و يناقض التصريحات الحكومية السابقة التي جعلت التلقيح مسألة اختيارية .نعم كان من الاجدر أن تتخذ الوزارة قرارا معتدلا و هو منع كل من لم يلقح من معالجة مرض كوفيد بالمستشفيات العمومية.,1
102,هادي خدمة زينة حبذا لو تعم جميع المدن الرئيسية لتسريع وتيرة التلقيح…غير مايكونش فيها ..باك صاحبي …بالتوفيق والله معين.,1
103,السلام عليكم ورحمة الله وبركاته مثلاً أنا ملاقح وأنت مملاقحش يعني أنت تأذيني واجب جواز تلقيح,1
104,",نحن من نحرم ونحليل هدا حرام وهاد حلال هل تلقيح يبعدك عن طاعة الله

هدا تلقيح فهو لي سلامتك وسلامة الغير",1
105, نحن الملقحين  بصحة جيدة لقحوا حسن لينا كاملين,1
106,"السلام عليكم ورحمة الله تعالى وبركاته.الله اخلي لينا حاجة فابور هههه، ندير اللقاح ديالي انخلي كلشي في يد الله بلا القيل والقال والبغاها الله هي الي غادي تكون.“ومن يتوكل على الله فهو حسبه”.الحمد لله رب العالمين.لا إله إلا ",1
107,تصنيع اللقاحات ببلدنا قفزة نوعية تعكس الرؤية القوية للملك حفظة الله. أما الحكومة فتتسم بالعشوائية…. المزيد من النجاح ضد أعداء الوطن..,1
108,"نداء لعموم الشعب المغربي الي مزال ملقح، سيرو الله يجزيكم ديرو اللقاح باقرب وقت باش نوصلو للمناعة الجماعية",1
109,دابا لبغيت نفهم الوقت فاش كان الحجر الصحي كنا كنغوتو على الدواء ديال الفيروس افاش كان مبغيناش نديروه حنا متناقضين غير مع ريوسنا بارا من التبعكيك اديرو اللقاح,1
110,"
يجب تنبه المكلفين باستقبال هؤلاء الشباب في مراكز التلقيح إلى التعامل بشء من الحكمة والصبر والدهاء على اعتبار انها فءة عمرية شابة لا تتحمل الكثير من التصرفات التي يصبر عليهآ الفءات الأكبر سنا منهم.
لذا وجب الحذر ثم الحثر، اعتي احترام القانون أولا والاسبقة ثانيا والصف والتوبة ثالثا.
أتمنى أن تصل الرسالة.
",1
111,لا تتلقح شغلك هاداك ولكن لا تتباكى وتتفش على القانون ومن حبة دير قبة.نحن هنا في المانيا والله او ما يكون عندك ثلاتة ج يعني جواز التلقيح وورقة التعريف لا دخلتي الأماكن العمومية او كولشي تقبل القانون بلا مشكل.ماذا هاذا ما نديرش التلقيح او تدخل بالقوة باش تعدي الناس؟ هاذا هو الجهل والأنانية بام عينيها.امن ومصلحة الجميع والبلاد فوق كل شيء ولا يخرج من الجماعة غير الشيطان.اقسم بالله العلي العظيم انني تلقحت في المغرب بسينوفارم وهنا في المانيا ببايونتيك يعني اربع مرات واعيش الحمدلله عادي بحال الناس. المؤامرة رآها في الانتيرنيت اما الواقع ما ينفع غير الصح. الى بغيتو العسل صبرو على قرس النحل او باراكا من الفشوش والكلام الخاوي.,1
112,"
قمت باخد الجرعة الأولى والتانية وعندما أردت نسخ جواز التلقيح قالو لي غير ممكن يجب أخذ الجرعة التانية أي ان هناك خطا ما في مايخص تسجيل الجرعة الأولى ماهو الحل في نضركم
",1
113,",سي الابرهم السلام ،أردنا ان نلقح و لاكن المشاكل مفروشة لنا ،من العداب و قلت اماكن التلقيح متلا: انا عبد ربه دهبت لالقح الجرعة الثالتة فوجدت كل الأبواب العادية التي لقحت فيه الاولة و التانية مغلاقين ،وافتتاح باب واحد الا و هو باب لمرسة سلا،البشر يستقبل متل الخرفان، كيف لي ان اقف من السابعة حتى العاشرة ليلا او اكتر وانا عمري ٧٦سنة و كان معي من يفوق عمري هل اردتم ان امرض او ان أعالج الناس ((واقف في الشمس الهواء مشمس ووووا سيدي انتبه لما اسفله:
",1
114,"
أوامر صارمة من جلالة الملك حفضه الله للممرضين والطاقم الطبي للحضور يومي الخميس والجمعة لإستئناف عملية التلقيح ومن لم يحضر يعاقب طبقا للقوانين حتى تمر العملية بشكل أسرع الملك را متيلعبش عارف بخطورة الوباء.
",1
115,التلقيح لا مانفعنا ما يضرنا,1
116,"اللقاح حل للقضاء على الوباء.لا أحدٍ لديه الحق في منع من يريد التلقيح. وان شاء الله سينجح وسيندم من كانوا ضده، الرابح الاكبر ان شاء الله هو المغرب وتعافي إقتصاده. انا شخصيا ساكون من الاوائل. الله يحفضنا ويحفضكم من شر هذا الوباء.",1
117,معرفتش علاش ناس مقصحين راسهوم على والو واش مبغينش تفهمو بلي الحل الوحيد باش نخرجو من هاد المحنة هو اللقاح.بارك من تخراج لعنين و سيرو تلقحو بحال كاع ناس,1
